MaNV,NgayThang,PhongBan,ChucDanh,Cluster,TargetNghiViec
9060,2025-01-01,Operations,Procurement Specialist,2,0
9062,2025-01-01,Marketing,Marketing Manager,1,0
9065,2025-01-01,Information Technology,Data Analyst,3,0
9072,2025-01-01,Information Technology,Software Engineer,1,0
9076,2025-01-01,Marketing,Content Specialist,1,0
9077,2025-01-01,Operations,Procurement Specialist,1,0
9080,2025-01-01,Information Technology,System Administrator,2,0
9082,2025-01-01,Operations,Operations Manager,1,0
9084,2025-01-01,Operations,Procurement Specialist,2,1
9094,2025-01-01,Human Resources,C&B Specialist,2,0
9095,2025-01-01,Finance,Financial Analyst,2,1
9100,2025-01-01,Sales,Sales Executive,1,0
9103,2025-01-01,Information Technology,Software Engineer,1,0
9105,2025-01-01,Human Resources,HR Manager,2,0
9107,2025-01-01,Marketing,Digital Marketing Specialist,2,0
9111,2025-01-01,Information Technology,IT Support,1,0
9113,2025-01-01,Marketing,Digital Marketing Specialist,0,0
9114,2025-01-01,Information Technology,Software Engineer,2,0
9115,2025-01-01,Sales,Account Manager,1,0
9116,2025-01-01,Sales,Account Manager,1,0
9117,2025-01-01,Sales,Sales Supervisor,1,0
9128,2025-01-01,Operations,Warehouse Supervisor,1,0
9132,2025-01-01,Finance,Accountant,0,0
9133,2025-01-01,Finance,Finance Manager,0,1
9134,2025-01-01,Sales,Sales Executive,1,0
9135,2025-01-01,Operations,Procurement Specialist,2,0
9139,2025-01-01,Information Technology,Software Engineer,1,0
9143,2025-01-01,Sales,Account Manager,2,0
9144,2025-01-01,Sales,Sales Supervisor,3,1
9146,2025-01-01,Finance,Accountant,1,0
9148,2025-01-01,Operations,Operations Manager,1,0
9149,2025-01-01,Operations,Operations Executive,2,0
9150,2025-01-01,Finance,Internal Auditor,0,0
9152,2025-01-01,Information Technology,Data Analyst,1,0
9153,2025-01-01,Finance,Accountant,2,0
9155,2025-01-01,Finance,Accountant,1,0
9156,2025-01-01,Operations,Operations Manager,2,0
9158,2025-01-01,Sales,Sales Supervisor,1,0
9165,2025-01-01,Information Technology,Software Engineer,1,0
9170,2025-01-01,Information Technology,Data Analyst,1,0
9171,2025-01-01,Information Technology,System Administrator,1,0
9172,2025-01-01,Operations,Operations Executive,1,0
9173,2025-01-01,Human Resources,HR Manager,3,0
9174,2025-01-01,Marketing,Content Specialist,0,0
9176,2025-01-01,Operations,Procurement Specialist,3,0
9177,2025-01-01,Operations,Operations Executive,1,0
9179,2025-01-01,Marketing,Digital Marketing Specialist,1,0
9180,2025-01-01,Human Resources,Recruiter,1,0
9184,2025-01-01,Information Technology,IT Support,2,0
9185,2025-01-01,Information Technology,System Administrator,2,0
9191,2025-01-01,Finance,Internal Auditor,1,0
9193,2025-01-01,Marketing,Marketing Executive,2,0
9194,2025-01-01,Information Technology,System Administrator,1,1
9201,2025-01-01,Sales,Sales Supervisor,1,0
9205,2025-01-01,Human Resources,C&B Specialist,1,1
9206,2025-01-01,Information Technology,QA Engineer,1,0
9208,2025-01-01,Human Resources,HR Executive,0,0
9209,2025-01-01,Finance,Financial Analyst,0,0
9210,2025-01-01,Marketing,Marketing Executive,1,0
9215,2025-01-01,Sales,Sales Representative,1,0
9217,2025-01-01,Marketing,Marketing Manager,2,0
9218,2025-01-01,Finance,Financial Analyst,0,0
9219,2025-01-01,Information Technology,Data Analyst,2,0
9221,2025-01-01,Information Technology,Data Analyst,3,0
9223,2025-01-01,Human Resources,HR Manager,3,0
9227,2025-01-01,Sales,Sales Supervisor,2,0
9228,2025-01-01,Operations,Warehouse Supervisor,3,0
9229,2025-01-01,Finance,Finance Manager,2,0
9231,2025-01-01,Human Resources,C&B Specialist,2,0
9233,2025-01-01,Sales,Sales Executive,1,0
9234,2025-01-01,Marketing,Marketing Manager,1,0
9236,2025-01-01,Operations,Warehouse Supervisor,2,0
9237,2025-01-01,Sales,Sales Representative,1,0
9239,2025-01-01,Human Resources,C&B Specialist,1,0
9240,2025-01-01,Sales,Sales Supervisor,1,0
9241,2025-01-01,Marketing,Digital Marketing Specialist,3,0
9244,2025-01-01,Finance,Finance Manager,0,0
9249,2025-01-01,Marketing,Content Specialist,1,0
9250,2025-01-01,Finance,Financial Analyst,0,0
9254,2025-01-01,Operations,Operations Manager,1,0
9255,2025-01-01,Operations,Warehouse Supervisor,0,0
9257,2025-01-01,Operations,Procurement Specialist,1,0
9259,2025-01-01,Operations,Operations Executive,3,0
9260,2025-01-01,Operations,Operations Executive,1,0
9266,2025-01-01,Sales,Sales Supervisor,0,1
9267,2025-01-01,Marketing,Content Specialist,1,0
9269,2025-01-01,Human Resources,Recruiter,3,1
9273,2025-01-01,Human Resources,Recruiter,2,1
9277,2025-01-01,Finance,Internal Auditor,1,0
9281,2025-01-01,Marketing,Marketing Executive,0,0
9283,2025-01-01,Sales,Account Manager,0,0
9285,2025-01-01,Marketing,Marketing Executive,1,0
9290,2025-01-01,Human Resources,HR Manager,1,0
9291,2025-01-01,Marketing,Marketing Manager,1,1
9292,2025-01-01,Sales,Account Manager,0,0
9293,2025-01-01,Human Resources,HR Executive,2,0
9302,2025-01-01,Sales,Sales Executive,0,1
9303,2025-01-01,Information Technology,IT Support,1,0
9307,2025-01-01,Finance,Finance Manager,3,0
9311,2025-01-01,Marketing,Digital Marketing Specialist,1,0
9315,2025-01-01,Marketing,Content Specialist,2,0
9316,2025-01-01,Operations,Procurement Specialist,2,0
9322,2025-01-01,Operations,Procurement Specialist,1,0
9323,2025-01-01,Marketing,Digital Marketing Specialist,1,0
9324,2025-01-01,Information Technology,System Administrator,1,0
9325,2025-01-01,Marketing,Marketing Executive,0,0
9326,2025-01-01,Human Resources,Recruiter,1,0
9327,2025-01-01,Operations,Procurement Specialist,3,0
9328,2025-01-01,Sales,Sales Supervisor,1,1
9329,2025-01-01,Operations,Procurement Specialist,2,1
9331,2025-01-01,Information Technology,IT Support,0,0
9333,2025-01-01,Information Technology,QA Engineer,2,0
9338,2025-01-01,Operations,Procurement Specialist,0,0
9340,2025-01-01,Human Resources,HR Manager,1,0
9341,2025-01-01,Operations,Operations Executive,2,0
9342,2025-01-01,Information Technology,Software Engineer,0,0
9346,2025-01-01,Marketing,Marketing Executive,0,0
9347,2025-01-01,Finance,Accountant,1,0
9350,2025-01-01,Finance,Internal Auditor,1,0
9352,2025-01-01,Sales,Sales Executive,2,1
9355,2025-01-01,Sales,Account Manager,1,0
9356,2025-01-01,Information Technology,Data Analyst,1,0
9357,2025-01-01,Information Technology,Software Engineer,1,0
9359,2025-01-01,Marketing,Marketing Executive,1,0
9360,2025-01-01,Operations,Operations Executive,2,0
9361,2025-01-01,Operations,Warehouse Supervisor,2,0
9363,2025-01-01,Information Technology,Software Engineer,2,0
9364,2025-01-01,Finance,Financial Analyst,1,0
9366,2025-01-01,Human Resources,HR Manager,0,1
9367,2025-01-01,Operations,Procurement Specialist,2,0
9368,2025-01-01,Information Technology,System Administrator,2,0
9369,2025-01-01,Finance,Accountant,1,0
9373,2025-01-01,Marketing,Marketing Executive,1,0
9381,2025-01-01,Marketing,Digital Marketing Specialist,2,0
9383,2025-01-01,Human Resources,Recruiter,1,0
9387,2025-01-01,Marketing,Marketing Manager,0,0
9389,2025-01-01,Operations,Warehouse Supervisor,2,0
9391,2025-01-01,Information Technology,QA Engineer,2,0
9394,2025-01-01,Finance,Financial Analyst,1,0
9395,2025-01-01,Operations,Warehouse Supervisor,1,1
9396,2025-01-01,Information Technology,Data Analyst,1,0
9398,2025-01-01,Operations,Operations Manager,1,0
9400,2025-01-01,Marketing,Marketing Executive,1,0
9403,2025-01-01,Marketing,Marketing Executive,2,1
9404,2025-01-01,Human Resources,HR Manager,3,0
9406,2025-01-01,Human Resources,Recruiter,1,1
9408,2025-01-01,Sales,Sales Executive,3,0
9409,2025-01-01,Information Technology,Data Analyst,1,0
9412,2025-01-01,Information Technology,Data Analyst,1,1
9413,2025-01-01,Human Resources,HR Executive,0,0
9414,2025-01-01,Marketing,Content Specialist,0,0
9415,2025-01-01,Finance,Internal Auditor,0,1
9416,2025-01-01,Marketing,Content Specialist,0,1
9418,2025-01-01,Finance,Finance Manager,0,0
9422,2025-01-01,Information Technology,IT Support,1,1
9423,2025-01-01,Human Resources,HR Manager,2,0
9424,2025-01-01,Marketing,Marketing Manager,3,0
9425,2025-01-01,Operations,Operations Executive,1,0
9426,2025-01-01,Sales,Sales Representative,1,0
9428,2025-01-01,Human Resources,Recruiter,2,0
9430,2025-01-01,Operations,Procurement Specialist,0,0
9431,2025-01-01,Operations,Operations Manager,1,0
9432,2025-01-01,Information Technology,QA Engineer,1,0
9434,2025-01-01,Sales,Sales Supervisor,2,0
9437,2025-01-01,Marketing,Marketing Executive,1,0
9441,2025-01-01,Finance,Financial Analyst,1,0
9442,2025-01-01,Sales,Account Manager,2,0
9443,2025-01-01,Information Technology,Data Analyst,0,0
9445,2025-01-01,Sales,Sales Executive,2,0
9446,2025-01-01,Information Technology,Data Analyst,1,0
9449,2025-01-01,Information Technology,QA Engineer,0,0
9450,2025-01-01,Marketing,Digital Marketing Specialist,1,0
9452,2025-01-01,Sales,Sales Representative,0,0
9453,2025-01-01,Operations,Operations Manager,1,0
9455,2025-01-01,Finance,Internal Auditor,0,0
9456,2025-01-01,Sales,Account Manager,0,1
9463,2025-01-01,Sales,Sales Representative,1,0
9464,2025-01-01,Operations,Procurement Specialist,1,0
9465,2025-01-01,Operations,Warehouse Supervisor,1,0
9466,2025-01-01,Sales,Account Manager,1,0
9468,2025-01-01,Sales,Account Manager,0,0
9469,2025-01-01,Marketing,Content Specialist,2,0
9470,2025-01-01,Finance,Internal Auditor,0,0
9471,2025-01-01,Operations,Operations Manager,0,0
9472,2025-01-01,Human Resources,Recruiter,1,0
9473,2025-01-01,Human Resources,C&B Specialist,1,1
9474,2025-01-01,Human Resources,HR Executive,2,0
9477,2025-01-01,Information Technology,Data Analyst,2,0
9478,2025-01-01,Marketing,Content Specialist,1,1
9480,2025-01-01,Operations,Operations Manager,1,0
9481,2025-01-01,Information Technology,Data Analyst,3,0
9482,2025-01-01,Sales,Account Manager,3,0
9483,2025-01-01,Operations,Operations Manager,1,0
9484,2025-01-01,Operations,Operations Manager,1,0
9485,2025-01-01,Human Resources,HR Manager,2,1
9493,2025-01-01,Sales,Sales Representative,2,1
9496,2025-01-01,Sales,Sales Representative,1,0
9497,2025-01-01,Finance,Finance Manager,0,0
9498,2025-01-01,Information Technology,System Administrator,1,0
9501,2025-01-01,Information Technology,QA Engineer,2,0
9502,2025-01-01,Finance,Internal Auditor,0,0
9503,2025-01-01,Information Technology,Data Analyst,1,0
9504,2025-01-01,Information Technology,QA Engineer,1,0
9505,2025-01-01,Human Resources,HR Manager,1,0
9507,2025-01-01,Operations,Operations Executive,1,0
9510,2025-01-01,Marketing,Marketing Manager,2,0
9512,2025-01-01,Sales,Sales Representative,1,0
9513,2025-01-01,Human Resources,Recruiter,1,0
9515,2025-01-01,Sales,Sales Executive,1,0
9516,2025-01-01,Sales,Account Manager,1,0
9519,2025-01-01,Marketing,Content Specialist,1,0
9521,2025-01-01,Finance,Finance Manager,1,0
9522,2025-01-01,Operations,Operations Executive,1,0
9523,2025-01-01,Human Resources,C&B Specialist,1,0
9524,2025-01-01,Marketing,Marketing Manager,1,1
9527,2025-01-01,Operations,Operations Manager,1,0
9530,2025-01-01,Marketing,Content Specialist,1,0
9532,2025-01-01,Marketing,Marketing Manager,0,0
9534,2025-01-01,Sales,Sales Supervisor,1,0
9536,2025-01-01,Operations,Procurement Specialist,0,0
9539,2025-01-01,Finance,Finance Manager,1,0
9542,2025-01-01,Information Technology,IT Support,2,0
9543,2025-01-01,Finance,Accountant,0,1
9546,2025-01-01,Sales,Sales Representative,2,1
9547,2025-01-01,Finance,Finance Manager,1,0
9549,2025-01-01,Finance,Accountant,0,0
9552,2025-01-01,Human Resources,HR Executive,1,0
9554,2025-01-01,Operations,Warehouse Supervisor,2,0
9556,2025-01-01,Finance,Internal Auditor,0,0
9560,2025-01-01,Finance,Financial Analyst,1,0
9561,2025-01-01,Sales,Sales Representative,1,0
9565,2025-01-01,Human Resources,HR Executive,3,0
9567,2025-01-01,Sales,Account Manager,0,1
9568,2025-01-01,Operations,Warehouse Supervisor,1,0
9569,2025-01-01,Sales,Sales Supervisor,1,0
9570,2025-01-01,Sales,Sales Representative,0,0
9573,2025-01-01,Finance,Financial Analyst,3,0
9575,2025-01-01,Information Technology,System Administrator,2,1
9576,2025-01-01,Finance,Internal Auditor,1,1
9579,2025-01-01,Marketing,Marketing Manager,2,0
9581,2025-01-01,Information Technology,Data Analyst,1,0
9582,2025-01-01,Sales,Sales Executive,1,0
9584,2025-01-01,Information Technology,IT Support,1,0
9588,2025-01-01,Finance,Accountant,0,0
9589,2025-01-01,Marketing,Content Specialist,1,0
9590,2025-01-01,Marketing,Marketing Executive,0,0
9592,2025-01-01,Human Resources,HR Manager,1,0
9595,2025-01-01,Operations,Operations Executive,1,0
9596,2025-01-01,Sales,Sales Supervisor,1,0
9597,2025-01-01,Sales,Sales Executive,0,0
9601,2025-01-01,Marketing,Digital Marketing Specialist,0,0
9604,2025-01-01,Sales,Sales Representative,0,0
9605,2025-01-01,Finance,Internal Auditor,1,0
9607,2025-01-01,Finance,Accountant,2,0
9608,2025-01-01,Finance,Financial Analyst,1,1
9610,2025-01-01,Human Resources,HR Manager,0,0
9615,2025-01-01,Sales,Sales Supervisor,0,1
9617,2025-01-01,Finance,Financial Analyst,2,0
9623,2025-01-01,Sales,Sales Supervisor,1,0
9625,2025-01-01,Finance,Internal Auditor,0,0
9626,2025-01-01,Information Technology,IT Support,2,0
9627,2025-01-01,Marketing,Digital Marketing Specialist,2,1
9628,2025-01-01,Sales,Sales Supervisor,0,0
9629,2025-01-01,Marketing,Digital Marketing Specialist,2,0
9632,2025-01-01,Finance,Internal Auditor,2,1
9636,2025-01-01,Finance,Finance Manager,1,0
9637,2025-01-01,Sales,Account Manager,1,0
9639,2025-01-01,Human Resources,Recruiter,0,0
9643,2025-01-01,Human Resources,HR Manager,0,0
9644,2025-01-01,Sales,Sales Executive,1,0
9648,2025-01-01,Information Technology,Data Analyst,1,0
9652,2025-01-01,Marketing,Content Specialist,1,0
9655,2025-01-01,Finance,Finance Manager,1,1
9658,2025-01-01,Operations,Operations Executive,3,0
9661,2025-01-01,Operations,Operations Executive,0,1
9663,2025-01-01,Operations,Warehouse Supervisor,0,0
9665,2025-01-01,Marketing,Marketing Manager,1,1
9669,2025-01-01,Marketing,Content Specialist,1,0
9670,2025-01-01,Human Resources,C&B Specialist,1,0
9672,2025-01-01,Finance,Finance Manager,1,0
9673,2025-01-01,Sales,Sales Executive,1,1
9674,2025-01-01,Information Technology,IT Support,1,0
9678,2025-01-01,Human Resources,HR Executive,3,0
9683,2025-01-01,Finance,Internal Auditor,1,0
9684,2025-01-01,Human Resources,HR Manager,0,0
9685,2025-01-01,Sales,Sales Representative,0,0
9687,2025-01-01,Sales,Sales Executive,1,1
9688,2025-01-01,Information Technology,Data Analyst,1,1
9689,2025-01-01,Marketing,Content Specialist,1,0
9690,2025-01-01,Human Resources,Recruiter,1,1
9693,2025-01-01,Operations,Operations Manager,0,0
9694,2025-01-01,Marketing,Content Specialist,1,0
9696,2025-01-01,Marketing,Digital Marketing Specialist,1,0
9697,2025-01-01,Human Resources,C&B Specialist,1,0
9703,2025-01-01,Human Resources,HR Executive,3,1
9705,2025-01-01,Finance,Internal Auditor,0,0
9706,2025-01-01,Marketing,Digital Marketing Specialist,3,0
9710,2025-01-01,Information Technology,IT Support,1,0
9712,2025-01-01,Operations,Operations Executive,1,1
9714,2025-01-01,Information Technology,IT Support,1,0
9716,2025-01-01,Human Resources,HR Manager,0,0
9719,2025-01-01,Marketing,Marketing Executive,0,0
9724,2025-01-01,Sales,Account Manager,3,1
9726,2025-01-01,Human Resources,C&B Specialist,0,0
9729,2025-01-01,Marketing,Content Specialist,3,0
9730,2025-01-01,Marketing,Content Specialist,0,0
9732,2025-01-01,Operations,Operations Manager,2,1
9733,2025-01-01,Marketing,Marketing Manager,1,0
9737,2025-01-01,Finance,Accountant,1,0
9739,2025-01-01,Finance,Internal Auditor,3,1
9741,2025-01-01,Operations,Procurement Specialist,1,1
9742,2025-01-01,Human Resources,HR Manager,1,0
9743,2025-01-01,Information Technology,QA Engineer,3,0
9746,2025-01-01,Human Resources,HR Executive,3,0
9747,2025-01-01,Finance,Finance Manager,1,0
9750,2025-01-01,Information Technology,IT Support,0,0
9757,2025-01-01,Information Technology,IT Support,1,0
9760,2025-01-01,Marketing,Marketing Executive,1,0
9762,2025-01-01,Information Technology,Software Engineer,0,0
9765,2025-01-01,Finance,Financial Analyst,1,1
9766,2025-01-01,Human Resources,C&B Specialist,3,0
9769,2025-01-01,Marketing,Marketing Executive,0,0
9771,2025-01-01,Sales,Account Manager,1,0
9772,2025-01-01,Human Resources,C&B Specialist,1,0
9774,2025-01-01,Operations,Warehouse Supervisor,1,0
9775,2025-01-01,Sales,Sales Executive,1,0
9779,2025-01-01,Finance,Internal Auditor,1,0
9786,2025-01-01,Finance,Accountant,1,0
9791,2025-01-01,Operations,Procurement Specialist,1,0
9792,2025-01-01,Human Resources,C&B Specialist,1,0
9794,2025-01-01,Information Technology,System Administrator,1,0
9795,2025-01-01,Finance,Internal Auditor,0,0
9797,2025-01-01,Marketing,Marketing Executive,0,0
9799,2025-01-01,Marketing,Marketing Executive,1,0
9801,2025-01-01,Operations,Operations Manager,2,1
9804,2025-01-01,Human Resources,HR Executive,1,0
9805,2025-01-01,Marketing,Marketing Manager,3,0
9809,2025-01-01,Sales,Sales Representative,1,0
9811,2025-01-01,Finance,Financial Analyst,1,0
9817,2025-01-01,Marketing,Marketing Executive,2,1
9818,2025-01-01,Human Resources,C&B Specialist,1,0
9819,2025-01-01,Operations,Procurement Specialist,2,1
9821,2025-01-01,Information Technology,IT Support,3,1
9822,2025-01-01,Marketing,Digital Marketing Specialist,1,1
9828,2025-01-01,Information Technology,Software Engineer,0,0
9833,2025-01-01,Finance,Accountant,1,0
9836,2025-01-01,Marketing,Marketing Manager,2,0
9843,2025-01-01,Finance,Accountant,0,0
9847,2025-01-01,Information Technology,QA Engineer,3,0
9849,2025-01-01,Operations,Operations Executive,1,0
9850,2025-01-01,Marketing,Content Specialist,2,0
9853,2025-01-01,Information Technology,IT Support,1,0
9854,2025-01-01,Human Resources,Recruiter,1,0
9857,2025-01-01,Marketing,Digital Marketing Specialist,0,0
9860,2025-01-01,Sales,Sales Supervisor,1,0
9862,2025-01-01,Information Technology,IT Support,1,0
9870,2025-01-01,Marketing,Marketing Executive,0,0
9871,2025-01-01,Human Resources,HR Manager,0,0
9872,2025-01-01,Information Technology,IT Support,1,0
9873,2025-01-01,Finance,Finance Manager,1,0
9874,2025-01-01,Information Technology,System Administrator,1,0
9875,2025-01-01,Human Resources,Recruiter,1,0
9877,2025-01-01,Human Resources,HR Manager,0,0
9879,2025-01-01,Marketing,Marketing Executive,2,0
9880,2025-01-01,Finance,Internal Auditor,0,0
9882,2025-01-01,Finance,Internal Auditor,1,0
9884,2025-01-01,Operations,Procurement Specialist,1,0
9886,2025-01-01,Human Resources,C&B Specialist,2,0
9887,2025-01-01,Sales,Account Manager,2,0
9892,2025-01-01,Sales,Sales Executive,0,0
9894,2025-01-01,Human Resources,HR Manager,1,0
9895,2025-01-01,Finance,Financial Analyst,3,0
9896,2025-01-01,Marketing,Marketing Manager,1,0
9897,2025-01-01,Information Technology,Data Analyst,2,0
9902,2025-01-01,Information Technology,IT Support,1,0
9903,2025-01-01,Sales,Sales Supervisor,2,0
9906,2025-01-01,Marketing,Content Specialist,1,0
9907,2025-01-01,Operations,Operations Manager,3,1
9908,2025-01-01,Marketing,Marketing Executive,0,0
9909,2025-01-01,Information Technology,Data Analyst,1,1
9910,2025-01-01,Operations,Procurement Specialist,1,0
