MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec,NguongDuDoan,MucRuiRo,ThuTuRuiRo,DiemNguyCo,LaRuiRoCao,LaRuiRoTrungBinh,LaRuiRoThap,XepHangNguyCo,PhanViNguyCo
7939,2025-01-01,2025,Marketing,Marketing Manager,0,0.20832328694502236,1,0.16908819344089202,Cao,3,20.83,1,0,0,1052,76.28
7944,2025-01-01,2025,Human Resources,C&B Specialist,1,0.32640743708868397,1,0.16908819344089202,Cao,3,32.64,1,0,0,228,94.88
7945,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09192913593783643,0,0.16908819344089202,Thấp,1,9.19,0,0,1,3199,27.83
7947,2025-01-01,2025,Marketing,Content Specialist,0,0.08091180492330445,0,0.16908819344089202,Thấp,1,8.09,0,0,1,3575,19.34
7948,2025-01-01,2025,Marketing,Marketing Executive,0,0.23821451586637385,1,0.16908819344089202,Cao,3,23.82,1,0,0,747,83.16
7953,2025-01-01,2025,Human Resources,Recruiter,0,0.06899235381406217,0,0.16908819344089202,Thấp,1,6.9,0,0,1,4029,9.1
7954,2025-01-01,2025,Human Resources,HR Executive,0,0.17267183330445462,1,0.16908819344089202,Cao,3,17.27,1,0,0,1446,67.39
7956,2025-01-01,2025,Finance,Internal Auditor,0,0.40119875275022937,1,0.16908819344089202,Cao,3,40.12,1,0,0,52,98.85
7958,2025-01-01,2025,Finance,Finance Manager,0,0.13390631996221894,0,0.16908819344089202,Trung bình,2,13.39,0,1,0,2135,51.84
7960,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2735364835758716,1,0.16908819344089202,Cao,3,27.35,1,0,0,471,89.39
7961,2025-01-01,2025,Human Resources,Recruiter,0,0.2195218245711142,1,0.16908819344089202,Cao,3,21.95,1,0,0,925,79.15
7963,2025-01-01,2025,Finance,Accountant,0,0.10700845307336984,0,0.16908819344089202,Trung bình,2,10.7,0,1,0,2840,35.93
7964,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.3340262512392445,1,0.16908819344089202,Cao,3,33.4,1,0,0,205,95.4
7967,2025-01-01,2025,Information Technology,Data Analyst,1,0.32308430947628203,1,0.16908819344089202,Cao,3,32.31,1,0,0,242,94.56
7969,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.28922410109135077,1,0.16908819344089202,Cao,3,28.92,1,0,0,377,91.51
7970,2025-01-01,2025,Human Resources,HR Manager,1,0.09566069719838208,0,0.16908819344089202,Thấp,1,9.57,0,0,1,3093,30.22
7974,2025-01-01,2025,Finance,Accountant,0,0.20841685870532806,1,0.16908819344089202,Cao,3,20.84,1,0,0,1048,76.37
7975,2025-01-01,2025,Human Resources,HR Manager,0,0.09361150579857781,0,0.16908819344089202,Thấp,1,9.36,0,0,1,3149,28.96
7977,2025-01-01,2025,Operations,Operations Manager,1,0.3456754774677456,1,0.16908819344089202,Cao,3,34.57,1,0,0,169,96.21
7978,2025-01-01,2025,Information Technology,Data Analyst,0,0.2096815589205109,1,0.16908819344089202,Cao,3,20.97,1,0,0,1037,76.62
7980,2025-01-01,2025,Information Technology,QA Engineer,0,0.1706819223199104,1,0.16908819344089202,Cao,3,17.07,1,0,0,1469,66.87
7984,2025-01-01,2025,Human Resources,C&B Specialist,1,0.2762729509256984,1,0.16908819344089202,Cao,3,27.63,1,0,0,456,89.73
7988,2025-01-01,2025,Sales,Account Manager,0,0.2232072178060661,1,0.16908819344089202,Cao,3,22.32,1,0,0,886,80.03
7990,2025-01-01,2025,Operations,Procurement Specialist,0,0.1926554729112361,1,0.16908819344089202,Cao,3,19.27,1,0,0,1202,72.9
7991,2025-01-01,2025,Information Technology,IT Support,1,0.2864303564930267,1,0.16908819344089202,Cao,3,28.64,1,0,0,386,91.31
7994,2025-01-01,2025,Human Resources,HR Manager,0,0.17623516150285848,1,0.16908819344089202,Cao,3,17.62,1,0,0,1391,68.63
7995,2025-01-01,2025,Finance,Accountant,0,0.10997922009075718,0,0.16908819344089202,Trung bình,2,11.0,0,1,0,2751,37.94
7997,2025-01-01,2025,Marketing,Content Specialist,0,0.0650803881708196,0,0.16908819344089202,Thấp,1,6.51,0,0,1,4146,6.45
7999,2025-01-01,2025,Sales,Sales Executive,0,0.27478124403316023,1,0.16908819344089202,Cao,3,27.48,1,0,0,465,89.53
8000,2025-01-01,2025,Finance,Finance Manager,0,0.33670385213515097,1,0.16908819344089202,Cao,3,33.67,1,0,0,194,95.64
8004,2025-01-01,2025,Operations,Procurement Specialist,0,0.13170550618493906,0,0.16908819344089202,Trung bình,2,13.17,0,1,0,2203,50.3
8007,2025-01-01,2025,Sales,Sales Executive,0,0.08059182856079827,0,0.16908819344089202,Thấp,1,8.06,0,0,1,3592,18.96
8008,2025-01-01,2025,Sales,Sales Executive,0,0.26909239217141834,1,0.16908819344089202,Cao,3,26.91,1,0,0,506,88.6
8009,2025-01-01,2025,Sales,Sales Executive,1,0.24001458931711558,1,0.16908819344089202,Cao,3,24.0,1,0,0,735,83.43
8011,2025-01-01,2025,Sales,Sales Representative,0,0.11167811291328623,0,0.16908819344089202,Trung bình,2,11.17,0,1,0,2698,39.13
8013,2025-01-01,2025,Sales,Sales Executive,0,0.2079691738735884,1,0.16908819344089202,Cao,3,20.8,1,0,0,1056,76.19
8015,2025-01-01,2025,Human Resources,Recruiter,0,0.08144534966839191,0,0.16908819344089202,Thấp,1,8.14,0,0,1,3550,19.91
8017,2025-01-01,2025,Sales,Sales Executive,0,0.09122625091996993,0,0.16908819344089202,Thấp,1,9.12,0,0,1,3222,27.31
8019,2025-01-01,2025,Operations,Operations Manager,1,0.39387955962064225,1,0.16908819344089202,Cao,3,39.39,1,0,0,64,98.58
8020,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0658673214396077,0,0.16908819344089202,Thấp,1,6.59,0,0,1,4117,7.11
8026,2025-01-01,2025,Sales,Sales Executive,0,0.12080998240621733,0,0.16908819344089202,Trung bình,2,12.08,0,1,0,2450,44.73
8028,2025-01-01,2025,Human Resources,Recruiter,0,0.36449911600788754,1,0.16908819344089202,Cao,3,36.45,1,0,0,120,97.31
8029,2025-01-01,2025,Information Technology,IT Support,0,0.09087899196323225,0,0.16908819344089202,Thấp,1,9.09,0,0,1,3237,26.97
8032,2025-01-01,2025,Sales,Sales Supervisor,0,0.21251762562370372,1,0.16908819344089202,Cao,3,21.25,1,0,0,1005,77.34
8033,2025-01-01,2025,Information Technology,System Administrator,1,0.11517594642663033,0,0.16908819344089202,Trung bình,2,11.52,0,1,0,2591,41.55
8037,2025-01-01,2025,Human Resources,HR Executive,0,0.1665910060223882,0,0.16908819344089202,Trung bình,2,16.66,0,1,0,1524,65.63
8038,2025-01-01,2025,Information Technology,QA Engineer,0,0.37303129649195876,1,0.16908819344089202,Cao,3,37.3,1,0,0,98,97.81
8047,2025-01-01,2025,Marketing,Marketing Manager,0,0.08538284103739781,0,0.16908819344089202,Thấp,1,8.54,0,0,1,3407,23.13
8048,2025-01-01,2025,Finance,Finance Manager,0,0.05846144315095268,0,0.16908819344089202,Thấp,1,5.85,0,0,1,4329,2.32
8052,2025-01-01,2025,Operations,Procurement Specialist,0,0.18389716547172355,1,0.16908819344089202,Cao,3,18.39,1,0,0,1290,70.91
8059,2025-01-01,2025,Sales,Sales Executive,0,0.08670079091544743,0,0.16908819344089202,Thấp,1,8.67,0,0,1,3366,24.06
8060,2025-01-01,2025,Human Resources,Recruiter,0,0.1136437782024696,0,0.16908819344089202,Trung bình,2,11.36,0,1,0,2634,40.58
8062,2025-01-01,2025,Operations,Operations Executive,0,0.06017627864705181,0,0.16908819344089202,Thấp,1,6.02,0,0,1,4293,3.14
8065,2025-01-01,2025,Operations,Operations Manager,0,0.15861909069327837,0,0.16908819344089202,Trung bình,2,15.86,0,1,0,1645,62.9
8067,2025-01-01,2025,Human Resources,HR Executive,0,0.20832896311881216,1,0.16908819344089202,Cao,3,20.83,1,0,0,1051,76.3
8069,2025-01-01,2025,Sales,Sales Executive,0,0.07803273907727133,0,0.16908819344089202,Thấp,1,7.8,0,0,1,3709,16.32
8073,2025-01-01,2025,Human Resources,C&B Specialist,0,0.09399180311259057,0,0.16908819344089202,Thấp,1,9.4,0,0,1,3135,29.27
8074,2025-01-01,2025,Operations,Warehouse Supervisor,1,0.26422751315746673,1,0.16908819344089202,Cao,3,26.42,1,0,0,545,87.72
8077,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.07284317372765689,0,0.16908819344089202,Thấp,1,7.28,0,0,1,3903,11.94
8079,2025-01-01,2025,Sales,Account Manager,0,0.1049756819112938,0,0.16908819344089202,Trung bình,2,10.5,0,1,0,2880,35.03
8081,2025-01-01,2025,Sales,Account Manager,0,0.06711432249230932,0,0.16908819344089202,Thấp,1,6.71,0,0,1,4086,7.81
8082,2025-01-01,2025,Information Technology,Data Analyst,0,0.12478044362531997,0,0.16908819344089202,Trung bình,2,12.48,0,1,0,2343,47.15
8089,2025-01-01,2025,Finance,Internal Auditor,0,0.4395029412353939,1,0.16908819344089202,Cao,3,43.95,1,0,0,16,99.66
8093,2025-01-01,2025,Human Resources,Recruiter,0,0.07040937784480322,0,0.16908819344089202,Thấp,1,7.04,0,0,1,3988,10.02
8094,2025-01-01,2025,Information Technology,QA Engineer,0,0.12279820345921898,0,0.16908819344089202,Trung bình,2,12.28,0,1,0,2393,46.02
8096,2025-01-01,2025,Operations,Operations Manager,0,0.12423436908799751,0,0.16908819344089202,Trung bình,2,12.42,0,1,0,2354,46.9
8098,2025-01-01,2025,Information Technology,IT Support,0,0.1000900806128793,0,0.16908819344089202,Thấp,1,10.01,0,0,1,2999,32.34
8101,2025-01-01,2025,Information Technology,Software Engineer,0,0.20073488423963917,1,0.16908819344089202,Cao,3,20.07,1,0,0,1131,74.5
8104,2025-01-01,2025,Operations,Operations Executive,0,0.11683101870543783,0,0.16908819344089202,Trung bình,2,11.68,0,1,0,2539,42.72
8105,2025-01-01,2025,Finance,Accountant,0,0.12400141209166471,0,0.16908819344089202,Trung bình,2,12.4,0,1,0,2362,46.72
8107,2025-01-01,2025,Marketing,Marketing Manager,0,0.10058684041626355,0,0.16908819344089202,Trung bình,2,10.06,0,1,0,2981,32.75
8109,2025-01-01,2025,Information Technology,Data Analyst,0,0.31089420170109705,1,0.16908819344089202,Cao,3,31.09,1,0,0,292,93.43
8110,2025-01-01,2025,Operations,Operations Executive,1,0.13257271457101294,0,0.16908819344089202,Trung bình,2,13.26,0,1,0,2173,50.98
8113,2025-01-01,2025,Information Technology,System Administrator,1,0.11440387001313544,0,0.16908819344089202,Trung bình,2,11.44,0,1,0,2608,41.16
8116,2025-01-01,2025,Human Resources,HR Manager,0,0.060961128227703616,0,0.16908819344089202,Thấp,1,6.1,0,0,1,4273,3.59
8117,2025-01-01,2025,Operations,Operations Manager,0,0.16041586422465204,0,0.16908819344089202,Trung bình,2,16.04,0,1,0,1613,63.62
8119,2025-01-01,2025,Marketing,Content Specialist,0,0.062366245852450736,0,0.16908819344089202,Thấp,1,6.24,0,0,1,4232,4.51
8121,2025-01-01,2025,Finance,Accountant,0,0.21568630408747608,1,0.16908819344089202,Cao,3,21.57,1,0,0,967,78.2
8123,2025-01-01,2025,Finance,Internal Auditor,0,0.07901189691176287,0,0.16908819344089202,Thấp,1,7.9,0,0,1,3667,17.26
8125,2025-01-01,2025,Human Resources,HR Manager,0,0.2502194553736006,1,0.16908819344089202,Cao,3,25.02,1,0,0,653,85.29
8126,2025-01-01,2025,Information Technology,Data Analyst,0,0.07636147420227397,0,0.16908819344089202,Thấp,1,7.64,0,0,1,3772,14.9
8129,2025-01-01,2025,Marketing,Marketing Manager,0,0.07674764535353769,0,0.16908819344089202,Thấp,1,7.67,0,0,1,3756,15.26
8130,2025-01-01,2025,Human Resources,HR Executive,0,0.12300093606119807,0,0.16908819344089202,Trung bình,2,12.3,0,1,0,2388,46.13
8131,2025-01-01,2025,Sales,Sales Supervisor,0,0.054117637197928184,0,0.16908819344089202,Thấp,1,5.41,0,0,1,4406,0.59
8136,2025-01-01,2025,Sales,Sales Supervisor,0,0.07110192725041924,0,0.16908819344089202,Thấp,1,7.11,0,0,1,3960,10.65
8138,2025-01-01,2025,Marketing,Marketing Executive,0,0.3958550100265771,1,0.16908819344089202,Cao,3,39.59,1,0,0,62,98.62
8139,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.10465734716201022,0,0.16908819344089202,Trung bình,2,10.47,0,1,0,2887,34.87
8141,2025-01-01,2025,Finance,Accountant,0,0.08676017247678125,0,0.16908819344089202,Thấp,1,8.68,0,0,1,3358,24.24
8147,2025-01-01,2025,Human Resources,Recruiter,1,0.24249748291951037,1,0.16908819344089202,Cao,3,24.25,1,0,0,716,83.86
8149,2025-01-01,2025,Marketing,Marketing Manager,1,0.326940544353359,1,0.16908819344089202,Cao,3,32.69,1,0,0,227,94.9
8151,2025-01-01,2025,Information Technology,Software Engineer,0,0.077692303588369,0,0.16908819344089202,Thấp,1,7.77,0,0,1,3724,15.98
8155,2025-01-01,2025,Human Resources,C&B Specialist,0,0.17276388962903247,1,0.16908819344089202,Cao,3,17.28,1,0,0,1445,67.41
8158,2025-01-01,2025,Finance,Financial Analyst,0,0.08262251003457109,0,0.16908819344089202,Thấp,1,8.26,0,0,1,3503,20.97
8159,2025-01-01,2025,Information Technology,Software Engineer,0,0.18865182515806303,1,0.16908819344089202,Cao,3,18.87,1,0,0,1241,72.02
8160,2025-01-01,2025,Information Technology,System Administrator,1,0.1126613504622528,0,0.16908819344089202,Trung bình,2,11.27,0,1,0,2669,39.79
8163,2025-01-01,2025,Finance,Financial Analyst,1,0.21281967112446457,1,0.16908819344089202,Cao,3,21.28,1,0,0,1000,77.45
8165,2025-01-01,2025,Sales,Sales Supervisor,0,0.2010842213128556,1,0.16908819344089202,Cao,3,20.11,1,0,0,1128,74.57
8167,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.20573119930759695,1,0.16908819344089202,Cao,3,20.57,1,0,0,1085,75.54
8170,2025-01-01,2025,Human Resources,HR Executive,0,0.16195293185661583,0,0.16908819344089202,Trung bình,2,16.2,0,1,0,1584,64.27
8171,2025-01-01,2025,Information Technology,Software Engineer,0,0.0685878032222095,0,0.16908819344089202,Thấp,1,6.86,0,0,1,4038,8.89
8172,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06087665231349419,0,0.16908819344089202,Thấp,1,6.09,0,0,1,4278,3.48
8173,2025-01-01,2025,Sales,Sales Executive,0,0.19381194473591332,1,0.16908819344089202,Cao,3,19.38,1,0,0,1193,73.1
8178,2025-01-01,2025,Operations,Operations Executive,0,0.12281914590643792,0,0.16908819344089202,Trung bình,2,12.28,0,1,0,2392,46.04
8179,2025-01-01,2025,Sales,Sales Executive,1,0.20446984742686977,1,0.16908819344089202,Cao,3,20.45,1,0,0,1097,75.27
8180,2025-01-01,2025,Information Technology,IT Support,0,0.19195452886823572,1,0.16908819344089202,Cao,3,19.2,1,0,0,1209,72.74
8181,2025-01-01,2025,Information Technology,QA Engineer,1,0.2755544455692792,1,0.16908819344089202,Cao,3,27.56,1,0,0,460,89.64
8183,2025-01-01,2025,Sales,Sales Supervisor,1,0.07381256343372075,0,0.16908819344089202,Thấp,1,7.38,0,0,1,3873,12.62
8185,2025-01-01,2025,Sales,Sales Representative,0,0.1022084441688651,0,0.16908819344089202,Trung bình,2,10.22,0,1,0,2943,33.6
8187,2025-01-01,2025,Marketing,Content Specialist,0,0.304587857000144,1,0.16908819344089202,Cao,3,30.46,1,0,0,317,92.87
8188,2025-01-01,2025,Sales,Sales Executive,1,0.2592302257460651,1,0.16908819344089202,Cao,3,25.92,1,0,0,582,86.89
8189,2025-01-01,2025,Human Resources,C&B Specialist,0,0.07628236546095526,0,0.16908819344089202,Thấp,1,7.63,0,0,1,3775,14.83
8191,2025-01-01,2025,Sales,Sales Executive,0,0.0650328562152511,0,0.16908819344089202,Thấp,1,6.5,0,0,1,4147,6.43
8192,2025-01-01,2025,Finance,Finance Manager,0,0.08047417562485197,0,0.16908819344089202,Thấp,1,8.05,0,0,1,3597,18.84
8194,2025-01-01,2025,Sales,Sales Supervisor,0,0.07950442974973111,0,0.16908819344089202,Thấp,1,7.95,0,0,1,3645,17.76
8198,2025-01-01,2025,Information Technology,Software Engineer,0,0.08071684060784255,0,0.16908819344089202,Thấp,1,8.07,0,0,1,3587,19.07
8199,2025-01-01,2025,Information Technology,Data Analyst,0,0.08839984387458875,0,0.16908819344089202,Thấp,1,8.84,0,0,1,3313,25.25
8206,2025-01-01,2025,Sales,Sales Executive,0,0.16961016002173712,1,0.16908819344089202,Cao,3,16.96,1,0,0,1483,66.55
8207,2025-01-01,2025,Human Resources,HR Executive,0,0.19137508345260945,1,0.16908819344089202,Cao,3,19.14,1,0,0,1216,72.58
8209,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10771205237132508,0,0.16908819344089202,Trung bình,2,10.77,0,1,0,2820,36.38
8211,2025-01-01,2025,Sales,Sales Representative,0,0.11603667263271786,0,0.16908819344089202,Trung bình,2,11.6,0,1,0,2562,42.2
8214,2025-01-01,2025,Finance,Accountant,0,0.0676895658525053,0,0.16908819344089202,Thấp,1,6.77,0,0,1,4066,8.26
8220,2025-01-01,2025,Human Resources,C&B Specialist,0,0.10650600272126666,0,0.16908819344089202,Trung bình,2,10.65,0,1,0,2853,35.64
8224,2025-01-01,2025,Information Technology,Data Analyst,0,0.1371716016685726,0,0.16908819344089202,Trung bình,2,13.72,0,1,0,2056,53.62
8228,2025-01-01,2025,Finance,Financial Analyst,0,0.10750299317824817,0,0.16908819344089202,Trung bình,2,10.75,0,1,0,2829,36.18
8235,2025-01-01,2025,Sales,Sales Executive,0,0.07619612383289638,0,0.16908819344089202,Thấp,1,7.62,0,0,1,3777,14.78
8237,2025-01-01,2025,Sales,Sales Representative,0,0.06586514680295939,0,0.16908819344089202,Thấp,1,6.59,0,0,1,4118,7.09
8239,2025-01-01,2025,Sales,Sales Executive,0,0.3272467102175013,1,0.16908819344089202,Cao,3,32.72,1,0,0,226,94.92
8240,2025-01-01,2025,Marketing,Marketing Manager,0,0.05478367101041686,0,0.16908819344089202,Thấp,1,5.48,0,0,1,4395,0.84
8241,2025-01-01,2025,Marketing,Content Specialist,0,0.22791989496581314,1,0.16908819344089202,Cao,3,22.79,1,0,0,844,80.97
8242,2025-01-01,2025,Information Technology,Software Engineer,0,0.1433241857590965,0,0.16908819344089202,Trung bình,2,14.33,0,1,0,1904,57.05
8243,2025-01-01,2025,Information Technology,IT Support,0,0.13511245572131086,0,0.16908819344089202,Trung bình,2,13.51,0,1,0,2107,52.47
8249,2025-01-01,2025,Sales,Sales Representative,0,0.3617323023005439,1,0.16908819344089202,Cao,3,36.17,1,0,0,127,97.16
8250,2025-01-01,2025,Operations,Operations Manager,0,0.14129298824869355,0,0.16908819344089202,Trung bình,2,14.13,0,1,0,1953,55.95
8259,2025-01-01,2025,Information Technology,QA Engineer,0,0.11638097565855154,0,0.16908819344089202,Trung bình,2,11.64,0,1,0,2552,42.43
8263,2025-01-01,2025,Sales,Sales Executive,0,0.23186369450598462,1,0.16908819344089202,Cao,3,23.19,1,0,0,812,81.7
8264,2025-01-01,2025,Sales,Account Manager,0,0.08879695548682086,0,0.16908819344089202,Thấp,1,8.88,0,0,1,3299,25.57
8268,2025-01-01,2025,Human Resources,C&B Specialist,0,0.06759183495028923,0,0.16908819344089202,Thấp,1,6.76,0,0,1,4068,8.21
8271,2025-01-01,2025,Human Resources,Recruiter,0,0.2120119462576027,1,0.16908819344089202,Cao,3,21.2,1,0,0,1010,77.23
8272,2025-01-01,2025,Sales,Account Manager,0,0.20786627323575202,1,0.16908819344089202,Cao,3,20.79,1,0,0,1057,76.17
8273,2025-01-01,2025,Marketing,Marketing Executive,0,0.07272031973288685,0,0.16908819344089202,Thấp,1,7.27,0,0,1,3909,11.8
8280,2025-01-01,2025,Finance,Financial Analyst,0,0.1041058492141441,0,0.16908819344089202,Trung bình,2,10.41,0,1,0,2897,34.64
8281,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11395662935485644,0,0.16908819344089202,Trung bình,2,11.4,0,1,0,2629,40.69
8282,2025-01-01,2025,Information Technology,Software Engineer,0,0.14608087776487036,0,0.16908819344089202,Trung bình,2,14.61,0,1,0,1862,58.0
8284,2025-01-01,2025,Human Resources,HR Manager,0,0.10235564922150217,0,0.16908819344089202,Trung bình,2,10.24,0,1,0,2937,33.74
8285,2025-01-01,2025,Information Technology,IT Support,0,0.11345508636895017,0,0.16908819344089202,Trung bình,2,11.35,0,1,0,2639,40.46
8286,2025-01-01,2025,Finance,Finance Manager,0,0.08817560574953526,0,0.16908819344089202,Thấp,1,8.82,0,0,1,3318,25.14
8287,2025-01-01,2025,Finance,Accountant,0,0.06139882901633833,0,0.16908819344089202,Thấp,1,6.14,0,0,1,4257,3.95
8288,2025-01-01,2025,Operations,Procurement Specialist,0,0.12922684259409603,0,0.16908819344089202,Trung bình,2,12.92,0,1,0,2264,48.93
8290,2025-01-01,2025,Finance,Finance Manager,0,0.26717758471713354,1,0.16908819344089202,Cao,3,26.72,1,0,0,519,88.31
8292,2025-01-01,2025,Human Resources,HR Executive,0,0.08353333015935362,0,0.16908819344089202,Thấp,1,8.35,0,0,1,3471,21.69
8295,2025-01-01,2025,Human Resources,C&B Specialist,1,0.14048234548376295,0,0.16908819344089202,Trung bình,2,14.05,0,1,0,1967,55.63
8300,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1165699234628772,0,0.16908819344089202,Trung bình,2,11.66,0,1,0,2545,42.59
8308,2025-01-01,2025,Information Technology,System Administrator,0,0.10244652381896781,0,0.16908819344089202,Trung bình,2,10.24,0,1,0,2932,33.85
8310,2025-01-01,2025,Finance,Finance Manager,0,0.16826159144108033,0,0.16908819344089202,Trung bình,2,16.83,0,1,0,1502,66.13
8314,2025-01-01,2025,Sales,Sales Representative,1,0.2815038789488327,1,0.16908819344089202,Cao,3,28.15,1,0,0,416,90.63
8319,2025-01-01,2025,Information Technology,Software Engineer,0,0.1021624153273292,0,0.16908819344089202,Trung bình,2,10.22,0,1,0,2946,33.54
8321,2025-01-01,2025,Sales,Sales Representative,0,0.21717548008300053,1,0.16908819344089202,Cao,3,21.72,1,0,0,948,78.63
8323,2025-01-01,2025,Human Resources,HR Manager,0,0.14666766010822335,0,0.16908819344089202,Trung bình,2,14.67,0,1,0,1852,58.23
8324,2025-01-01,2025,Sales,Sales Supervisor,1,0.2548590037000181,1,0.16908819344089202,Cao,3,25.49,1,0,0,610,86.26
8328,2025-01-01,2025,Marketing,Marketing Manager,0,0.28569818074728137,1,0.16908819344089202,Cao,3,28.57,1,0,0,392,91.18
8331,2025-01-01,2025,Sales,Sales Representative,0,0.23159632550455878,1,0.16908819344089202,Cao,3,23.16,1,0,0,815,81.63
8333,2025-01-01,2025,Operations,Procurement Specialist,0,0.29957839846483253,1,0.16908819344089202,Cao,3,29.96,1,0,0,332,92.53
8334,2025-01-01,2025,Operations,Procurement Specialist,1,0.2643094452652423,1,0.16908819344089202,Cao,3,26.43,1,0,0,543,87.77
8335,2025-01-01,2025,Information Technology,Data Analyst,0,0.07689185659960364,0,0.16908819344089202,Thấp,1,7.69,0,0,1,3749,15.41
