MaNV,NgayThang,Nam,PhongBan,ChucDanh,ThucTeNghiViec,XacSuatNghiViec,DuDoanNghiViec
8822,2025-01-01,2025,Finance,Internal Auditor,0,0.18689225806909746,1
8823,2025-01-01,2025,Information Technology,Data Analyst,0,0.05948566760616761,0
8824,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.12071304740396467,0
8825,2025-01-01,2025,Information Technology,Software Engineer,0,0.13379794106613466,0
8827,2025-01-01,2025,Sales,Sales Supervisor,0,0.16459987335046922,1
8828,2025-01-01,2025,Operations,Procurement Specialist,1,0.38508313883655,1
8829,2025-01-01,2025,Information Technology,System Administrator,0,0.20653340676316922,1
8831,2025-01-01,2025,Finance,Finance Manager,0,0.1626842797110663,1
8838,2025-01-01,2025,Human Resources,Recruiter,0,0.13145135515107093,0
8841,2025-01-01,2025,Information Technology,System Administrator,0,0.12256640666895283,0
8843,2025-01-01,2025,Sales,Sales Supervisor,0,0.09582786454590837,0
8845,2025-01-01,2025,Operations,Operations Manager,0,0.20389200249181297,1
8848,2025-01-01,2025,Information Technology,QA Engineer,0,0.24890656143850248,1
8850,2025-01-01,2025,Sales,Sales Executive,0,0.15245328545391976,0
8854,2025-01-01,2025,Sales,Sales Executive,0,0.19998257043097067,1
8856,2025-01-01,2025,Human Resources,HR Manager,0,0.08896400411747855,0
8857,2025-01-01,2025,Finance,Financial Analyst,0,0.25680348708947687,1
8858,2025-01-01,2025,Sales,Sales Supervisor,0,0.2119975505762299,1
8860,2025-01-01,2025,Sales,Account Manager,0,0.2671811709858643,1
8864,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.14159438382503053,0
8866,2025-01-01,2025,Information Technology,Data Analyst,0,0.11377359101768023,0
8868,2025-01-01,2025,Information Technology,Software Engineer,0,0.1896185245259354,1
8873,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.2377219781398308,1
8874,2025-01-01,2025,Information Technology,Data Analyst,0,0.09923626283708545,0
8875,2025-01-01,2025,Marketing,Marketing Manager,0,0.1099130661998848,0
8877,2025-01-01,2025,Information Technology,System Administrator,0,0.26721305457150324,1
8878,2025-01-01,2025,Information Technology,Data Analyst,0,0.08632377590931856,0
8882,2025-01-01,2025,Human Resources,Recruiter,0,0.1690026062828948,1
8883,2025-01-01,2025,Finance,Finance Manager,1,0.16800647119966877,1
8887,2025-01-01,2025,Sales,Sales Supervisor,0,0.14685279346188682,0
8890,2025-01-01,2025,Information Technology,Software Engineer,0,0.1551229019481818,0
8893,2025-01-01,2025,Finance,Finance Manager,0,0.32191800267746573,1
8899,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.14142430022338473,0
8900,2025-01-01,2025,Human Resources,HR Executive,0,0.07683869827598738,0
8907,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1775594045921842,1
8910,2025-01-01,2025,Finance,Internal Auditor,0,0.08275491798304839,0
8911,2025-01-01,2025,Operations,Operations Executive,0,0.11340146881973334,0
8912,2025-01-01,2025,Operations,Operations Manager,0,0.17893885272769255,1
8914,2025-01-01,2025,Sales,Sales Representative,0,0.10389182701800499,0
8915,2025-01-01,2025,Sales,Account Manager,0,0.20329160855909825,1
8916,2025-01-01,2025,Finance,Financial Analyst,0,0.0995962612625364,0
8917,2025-01-01,2025,Sales,Sales Executive,0,0.11126596252426063,0
8920,2025-01-01,2025,Marketing,Content Specialist,0,0.14754471797724325,0
8922,2025-01-01,2025,Marketing,Content Specialist,0,0.08356288182247554,0
8923,2025-01-01,2025,Human Resources,Recruiter,0,0.08048549538494057,0
8927,2025-01-01,2025,Finance,Internal Auditor,0,0.15363145721929264,0
8928,2025-01-01,2025,Sales,Account Manager,0,0.12595482151679288,0
8929,2025-01-01,2025,Human Resources,HR Executive,0,0.1546400809380401,0
8934,2025-01-01,2025,Marketing,Content Specialist,0,0.1577986101249723,1
8938,2025-01-01,2025,Marketing,Content Specialist,0,0.13892887923539243,0
8939,2025-01-01,2025,Human Resources,HR Executive,0,0.14467149945088276,0
8944,2025-01-01,2025,Marketing,Content Specialist,0,0.06595935601516523,0
8945,2025-01-01,2025,Human Resources,HR Manager,0,0.19849261683331762,1
8947,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.14222871545612756,0
8948,2025-01-01,2025,Information Technology,Software Engineer,1,0.11248476806132099,0
8949,2025-01-01,2025,Marketing,Content Specialist,0,0.12778070223607604,0
8952,2025-01-01,2025,Human Resources,HR Manager,0,0.07598921895061325,0
8953,2025-01-01,2025,Operations,Operations Manager,0,0.42343572567730015,1
8954,2025-01-01,2025,Sales,Sales Supervisor,0,0.06881434058073731,0
8957,2025-01-01,2025,Information Technology,Software Engineer,0,0.08623199091695126,0
8959,2025-01-01,2025,Human Resources,C&B Specialist,0,0.12206191189177572,0
8960,2025-01-01,2025,Information Technology,Data Analyst,0,0.08933469830642773,0
8962,2025-01-01,2025,Sales,Sales Supervisor,1,0.07621211901980691,0
8964,2025-01-01,2025,Sales,Account Manager,0,0.19966359396388084,1
8965,2025-01-01,2025,Sales,Account Manager,0,0.13455110988617705,0
8967,2025-01-01,2025,Sales,Sales Representative,0,0.11665989697562394,0
8975,2025-01-01,2025,Human Resources,HR Executive,0,0.1235206748843097,0
8978,2025-01-01,2025,Operations,Operations Manager,0,0.15871241950694603,1
8980,2025-01-01,2025,Marketing,Marketing Executive,0,0.1770734320983643,1
8981,2025-01-01,2025,Human Resources,HR Manager,0,0.0905498188044394,0
8982,2025-01-01,2025,Information Technology,System Administrator,0,0.19414224005839978,1
8983,2025-01-01,2025,Finance,Internal Auditor,0,0.04769789620142693,0
8984,2025-01-01,2025,Operations,Operations Executive,0,0.12963289534893818,0
8985,2025-01-01,2025,Operations,Operations Executive,0,0.1566020962270096,0
8986,2025-01-01,2025,Human Resources,HR Manager,1,0.08203751089012472,0
8990,2025-01-01,2025,Marketing,Marketing Executive,0,0.06080375268499901,0
8991,2025-01-01,2025,Marketing,Marketing Manager,0,0.11480151769829858,0
8992,2025-01-01,2025,Marketing,Content Specialist,0,0.1731985381116165,1
8993,2025-01-01,2025,Marketing,Content Specialist,0,0.17470298500781728,1
8995,2025-01-01,2025,Finance,Financial Analyst,0,0.15950634634771546,1
8997,2025-01-01,2025,Marketing,Marketing Executive,0,0.08870161879333843,0
8998,2025-01-01,2025,Sales,Account Manager,0,0.028492600602537155,0
9001,2025-01-01,2025,Sales,Sales Supervisor,0,0.053174001643546374,0
9004,2025-01-01,2025,Finance,Accountant,0,0.22024850045070238,1
9005,2025-01-01,2025,Information Technology,Software Engineer,0,0.11480200962411155,0
9007,2025-01-01,2025,Finance,Financial Analyst,0,0.07784314595512026,0
9009,2025-01-01,2025,Information Technology,Data Analyst,0,0.08739132258841113,0
9016,2025-01-01,2025,Sales,Account Manager,0,0.2652662162828686,1
9017,2025-01-01,2025,Information Technology,Software Engineer,0,0.02935091010077095,0
9018,2025-01-01,2025,Sales,Account Manager,0,0.1365954786486263,0
9020,2025-01-01,2025,Operations,Operations Executive,0,0.15952307444923133,1
9023,2025-01-01,2025,Sales,Sales Supervisor,0,0.23174577912192315,1
9025,2025-01-01,2025,Operations,Operations Executive,0,0.07527524307763665,0
9026,2025-01-01,2025,Finance,Finance Manager,0,0.12126350743452331,0
9032,2025-01-01,2025,Information Technology,QA Engineer,1,0.0763776151995969,0
9033,2025-01-01,2025,Finance,Internal Auditor,0,0.12112231629145918,0
9034,2025-01-01,2025,Human Resources,HR Executive,0,0.1464388001371634,0
9036,2025-01-01,2025,Information Technology,IT Support,0,0.13142846704552752,0
9037,2025-01-01,2025,Finance,Finance Manager,0,0.24469912890858114,1
9040,2025-01-01,2025,Finance,Financial Analyst,0,0.08777462867376946,0
9043,2025-01-01,2025,Marketing,Content Specialist,0,0.18951928515364436,1
9045,2025-01-01,2025,Finance,Financial Analyst,0,0.14587925598130103,0
9047,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.1015416011464574,0
9050,2025-01-01,2025,Human Resources,HR Manager,1,0.1417583391458218,0
9053,2025-01-01,2025,Finance,Finance Manager,0,0.11922631427775894,0
9054,2025-01-01,2025,Human Resources,C&B Specialist,0,0.43271827707292293,1
9055,2025-01-01,2025,Marketing,Content Specialist,1,0.2256560013818877,1
9059,2025-01-01,2025,Marketing,Marketing Manager,0,0.07769880142002823,0
9060,2025-01-01,2025,Operations,Procurement Specialist,0,0.23317232388546363,1
9062,2025-01-01,2025,Marketing,Marketing Manager,0,0.1571401035996885,0
9065,2025-01-01,2025,Information Technology,Data Analyst,0,0.11846803774177596,0
9072,2025-01-01,2025,Information Technology,Software Engineer,0,0.06321375308203099,0
9076,2025-01-01,2025,Marketing,Content Specialist,0,0.0652578189583562,0
9077,2025-01-01,2025,Operations,Procurement Specialist,0,0.1160643591236969,0
9080,2025-01-01,2025,Information Technology,System Administrator,0,0.1685102469813993,1
9082,2025-01-01,2025,Operations,Operations Manager,0,0.2508682026880388,1
9084,2025-01-01,2025,Operations,Procurement Specialist,1,0.379159618792496,1
9094,2025-01-01,2025,Human Resources,C&B Specialist,0,0.18848004461001344,1
9095,2025-01-01,2025,Finance,Financial Analyst,1,0.06766593470847372,0
9100,2025-01-01,2025,Sales,Sales Executive,0,0.09064323698020563,0
9103,2025-01-01,2025,Information Technology,Software Engineer,0,0.1560108339937203,0
9105,2025-01-01,2025,Human Resources,HR Manager,0,0.049537723253611735,0
9107,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06227262977076611,0
9111,2025-01-01,2025,Information Technology,IT Support,0,0.14034578096126935,0
9113,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.293933654706036,1
9114,2025-01-01,2025,Information Technology,Software Engineer,0,0.1343170001771082,0
9115,2025-01-01,2025,Sales,Account Manager,0,0.10080765127784999,0
9116,2025-01-01,2025,Sales,Account Manager,0,0.15764916379502483,1
9117,2025-01-01,2025,Sales,Sales Supervisor,0,0.12792873633941199,0
9128,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.16280102996897491,1
9132,2025-01-01,2025,Finance,Accountant,0,0.22532401926861392,1
9133,2025-01-01,2025,Finance,Finance Manager,1,0.10267054940477655,0
9134,2025-01-01,2025,Sales,Sales Executive,0,0.1432640954347329,0
9135,2025-01-01,2025,Operations,Procurement Specialist,0,0.08041120886112393,0
9139,2025-01-01,2025,Information Technology,Software Engineer,0,0.1087528852232433,0
9143,2025-01-01,2025,Sales,Account Manager,0,0.12149022744051505,0
9144,2025-01-01,2025,Sales,Sales Supervisor,1,0.23818098894587336,1
9146,2025-01-01,2025,Finance,Accountant,0,0.1761160799773333,1
9148,2025-01-01,2025,Operations,Operations Manager,0,0.11663754431104764,0
9149,2025-01-01,2025,Operations,Operations Executive,0,0.1296277029296828,0
9150,2025-01-01,2025,Finance,Internal Auditor,0,0.15248135000732277,0
9152,2025-01-01,2025,Information Technology,Data Analyst,0,0.22487238445039381,1
9153,2025-01-01,2025,Finance,Accountant,0,0.1621123441390162,1
9155,2025-01-01,2025,Finance,Accountant,0,0.04840888509189355,0
9156,2025-01-01,2025,Operations,Operations Manager,0,0.15477389871484373,0
9158,2025-01-01,2025,Sales,Sales Supervisor,0,0.020909747554218597,0
9165,2025-01-01,2025,Information Technology,Software Engineer,0,0.08616016223661632,0
9170,2025-01-01,2025,Information Technology,Data Analyst,0,0.1912504997376543,1
9171,2025-01-01,2025,Information Technology,System Administrator,0,0.09530268644413664,0
9172,2025-01-01,2025,Operations,Operations Executive,0,0.20529320762092348,1
9173,2025-01-01,2025,Human Resources,HR Manager,0,0.14822360444880903,0
9174,2025-01-01,2025,Marketing,Content Specialist,0,0.08240588976335642,0
9176,2025-01-01,2025,Operations,Procurement Specialist,0,0.2058159949867762,1
9177,2025-01-01,2025,Operations,Operations Executive,0,0.23771875670461978,1
9179,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.05711312550489498,0
9180,2025-01-01,2025,Human Resources,Recruiter,0,0.11360347006767214,0
9184,2025-01-01,2025,Information Technology,IT Support,0,0.11927372125973636,0
9185,2025-01-01,2025,Information Technology,System Administrator,0,0.14252584428183787,0
9191,2025-01-01,2025,Finance,Internal Auditor,0,0.09068098440624286,0
9193,2025-01-01,2025,Marketing,Marketing Executive,0,0.06549767279546531,0
9194,2025-01-01,2025,Information Technology,System Administrator,1,0.3165655229025009,1
9201,2025-01-01,2025,Sales,Sales Supervisor,0,0.14575669954687365,0
9205,2025-01-01,2025,Human Resources,C&B Specialist,1,0.06727004594477942,0
9206,2025-01-01,2025,Information Technology,QA Engineer,0,0.10227653433602477,0
9208,2025-01-01,2025,Human Resources,HR Executive,0,0.07556577002333925,0
9209,2025-01-01,2025,Finance,Financial Analyst,0,0.08827065342357814,0
9210,2025-01-01,2025,Marketing,Marketing Executive,0,0.08151855603371064,0
9215,2025-01-01,2025,Sales,Sales Representative,0,0.08738021231872245,0
9217,2025-01-01,2025,Marketing,Marketing Manager,0,0.07561011528470186,0
9218,2025-01-01,2025,Finance,Financial Analyst,0,0.056741471283962064,0
9219,2025-01-01,2025,Information Technology,Data Analyst,0,0.17695412270405836,1
9221,2025-01-01,2025,Information Technology,Data Analyst,0,0.07667733717825802,0
9223,2025-01-01,2025,Human Resources,HR Manager,0,0.3321924741104847,1
9227,2025-01-01,2025,Sales,Sales Supervisor,0,0.05338522993616833,0
9228,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0831232270299641,0
9229,2025-01-01,2025,Finance,Finance Manager,0,0.15662178308105332,0
9231,2025-01-01,2025,Human Resources,C&B Specialist,0,0.2673263135387504,1
9233,2025-01-01,2025,Sales,Sales Executive,0,0.2015344019403117,1
9234,2025-01-01,2025,Marketing,Marketing Manager,0,0.04825873155690019,0
9236,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.16464516381751776,1
9237,2025-01-01,2025,Sales,Sales Representative,0,0.09648684846227013,0
9239,2025-01-01,2025,Human Resources,C&B Specialist,0,0.19067861527603647,1
9240,2025-01-01,2025,Sales,Sales Supervisor,0,0.22329417253883083,1
9241,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.17204983327065415,1
9244,2025-01-01,2025,Finance,Finance Manager,0,0.10518205029471282,0
9249,2025-01-01,2025,Marketing,Content Specialist,0,0.06704728999817736,0
9250,2025-01-01,2025,Finance,Financial Analyst,0,0.10290462446965888,0
9254,2025-01-01,2025,Operations,Operations Manager,0,0.13569153931870387,0
9255,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.0841875228048704,0
9257,2025-01-01,2025,Operations,Procurement Specialist,0,0.2231539621785637,1
9259,2025-01-01,2025,Operations,Operations Executive,0,0.14406686293875237,0
9260,2025-01-01,2025,Operations,Operations Executive,0,0.09601178124488853,0
9266,2025-01-01,2025,Sales,Sales Supervisor,1,0.19626311402336552,1
9267,2025-01-01,2025,Marketing,Content Specialist,0,0.14625253326883342,0
9269,2025-01-01,2025,Human Resources,Recruiter,1,0.3053606597836011,1
9273,2025-01-01,2025,Human Resources,Recruiter,1,0.26345881525858744,1
9277,2025-01-01,2025,Finance,Internal Auditor,0,0.18402291033306295,1
9281,2025-01-01,2025,Marketing,Marketing Executive,0,0.06805141387777303,0
9283,2025-01-01,2025,Sales,Account Manager,0,0.08485857799771261,0
9285,2025-01-01,2025,Marketing,Marketing Executive,0,0.08014643164137196,0
9290,2025-01-01,2025,Human Resources,HR Manager,0,0.14657416478762955,0
9291,2025-01-01,2025,Marketing,Marketing Manager,1,0.1973572570298105,1
9292,2025-01-01,2025,Sales,Account Manager,0,0.1741823497624484,1
9293,2025-01-01,2025,Human Resources,HR Executive,0,0.06865862540068701,0
9302,2025-01-01,2025,Sales,Sales Executive,1,0.2090635850517934,1
9303,2025-01-01,2025,Information Technology,IT Support,0,0.11006893365315394,0
9307,2025-01-01,2025,Finance,Finance Manager,0,0.1736819874159331,1
9311,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.11372929198057,0
9315,2025-01-01,2025,Marketing,Content Specialist,0,0.09688377918482498,0
9316,2025-01-01,2025,Operations,Procurement Specialist,0,0.07836792979954486,0
9322,2025-01-01,2025,Operations,Procurement Specialist,0,0.037921470716388614,0
9323,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.06973251697381957,0
9324,2025-01-01,2025,Information Technology,System Administrator,0,0.13954515872058196,0
9325,2025-01-01,2025,Marketing,Marketing Executive,0,0.048399807481273135,0
9326,2025-01-01,2025,Human Resources,Recruiter,0,0.11368505284594342,0
9327,2025-01-01,2025,Operations,Procurement Specialist,0,0.17943654418934066,1
9328,2025-01-01,2025,Sales,Sales Supervisor,1,0.10470142638807103,0
9329,2025-01-01,2025,Operations,Procurement Specialist,1,0.18735797768458134,1
9331,2025-01-01,2025,Information Technology,IT Support,0,0.03749583268765739,0
9333,2025-01-01,2025,Information Technology,QA Engineer,0,0.06638959066735503,0
9338,2025-01-01,2025,Operations,Procurement Specialist,0,0.17423971516414635,1
9340,2025-01-01,2025,Human Resources,HR Manager,0,0.06700781376965598,0
9341,2025-01-01,2025,Operations,Operations Executive,0,0.11627868662009018,0
9342,2025-01-01,2025,Information Technology,Software Engineer,0,0.037649090577021024,0
9346,2025-01-01,2025,Marketing,Marketing Executive,0,0.0708238871431353,0
9347,2025-01-01,2025,Finance,Accountant,0,0.096943588518061,0
9350,2025-01-01,2025,Finance,Internal Auditor,0,0.16168350005876575,1
9352,2025-01-01,2025,Sales,Sales Executive,1,0.22213214905482342,1
9355,2025-01-01,2025,Sales,Account Manager,0,0.10874236064873974,0
9356,2025-01-01,2025,Information Technology,Data Analyst,0,0.04714359259200877,0
9357,2025-01-01,2025,Information Technology,Software Engineer,0,0.1033611903497901,0
9359,2025-01-01,2025,Marketing,Marketing Executive,0,0.06102554492363776,0
9360,2025-01-01,2025,Operations,Operations Executive,0,0.1380784553262115,0
9361,2025-01-01,2025,Operations,Warehouse Supervisor,0,0.1114198457928592,0
9363,2025-01-01,2025,Information Technology,Software Engineer,0,0.3044164783670529,1
9364,2025-01-01,2025,Finance,Financial Analyst,0,0.14798130331564402,0
9366,2025-01-01,2025,Human Resources,HR Manager,1,0.27747865519625836,1
9367,2025-01-01,2025,Operations,Procurement Specialist,0,0.11759269044553895,0
9368,2025-01-01,2025,Information Technology,System Administrator,0,0.1099288860789958,0
9369,2025-01-01,2025,Finance,Accountant,0,0.15014319913762916,0
9373,2025-01-01,2025,Marketing,Marketing Executive,0,0.08762307028384825,0
9381,2025-01-01,2025,Marketing,Digital Marketing Specialist,0,0.172380372030184,1
